harga,jumlah_kamar_tidur,jumlah_kamar_mandi,jumlah_garasi,luas_tanah,luas_bangunan
Rp 556 Juta,2.0,1.0,1.0,84 m²,46 m²
Rp 725 Juta,2.0,1.0,0.0,,
"Rp 2,53 Miliar",4.0,4.0,2.0,175 m²,130 m²
Rp 549 Juta,2.0,1.0,1.0,90 m²,45 m²
Rp 898 Juta,3.0,2.0,1.0,90 m²,65 m²
Rp 8 Miliar,24.0,24.0,4.0,385 m²,420 m²
Rp 850 Juta,3.0,1.0,1.0,96 m²,70 m²
Rp 350 Juta,2.0,1.0,1.0,115 m²,36 m²
"Rp 2,97 Miliar",5.0,2.0,1.0,143 m²,232 m²
"Rp 1,6 Miliar",12.0,12.0,1.0,425 m²,200 m²
"Rp 3,8 Miliar",5.0,3.0,1.0,472 m²,130 m²
"Rp 2,9 Miliar",0.0,0.0,0.0,365 m²,250 m²
"Rp 2,25 Miliar",4.0,2.0,2.0,138 m²,151 m²
"Rp 4,25 Miliar",3.0,3.0,6.0,425 m²,150 m²
"Rp 2,54 Miliar",4.0,4.0,2.0,175 m²,130 m²
Rp 950 Juta,3.0,4.0,1.0,135 m²,180 m²
"Rp 2,3 Miliar",3.0,3.0,2.0,204 m²,178 m²
Rp 525 Juta,2.0,1.0,1.0,126 m²,36 m²
Rp 499 Juta,2.0,1.0,1.0,141 m²,56 m²
"Rp 1,5 Miliar",4.0,2.0,1.0,218 m²,150 m²
"Rp 2,11 Miliar",3.0,2.0,1.0,110 m²,107 m²
"Rp 3,87 Miliar",3.0,3.0,2.0,204 m²,142 m²
"Rp 3,23 Miliar",3.0,3.0,2.0,153 m²,135 m²
"Rp 1,25 Miliar",2.0,1.0,1.0,135 m²,45 m²
Rp 575 Juta,3.0,2.0,1.0,129 m²,80 m²
Rp 900 Juta,3.0,2.0,2.0,153 m²,100 m²
"Rp 1,9 Miliar",5.0,4.0,2.0,158 m²,120 m²
"Rp 1,6 Miliar",12.0,12.0,1.0,425 m²,200 m²
"Rp 1,38 Miliar",3.0,2.0,1.0,107 m²,100 m²
"Rp 1,6 Miliar",4.0,4.0,1.0,131 m²,200 m²
"Rp 1,9 Miliar",5.0,6.0,2.0,166 m²,150 m²
"Rp 7,5 Miliar",17.0,17.0,4.0,453 m²,411 m²
Rp 13 Miliar,3.0,1.0,0.0,838 m²,400 m²
Rp 3 Miliar,3.0,3.0,3.0,229 m²,180 m²
"Rp 1,1 Miliar",3.0,2.0,1.0,187 m²,150 m²
Rp 270 Juta,2.0,1.0,1.0,61 m²,30 m²
"Rp 4,2 Miliar",4.0,4.0,8.0,564 m²,190 m²
"Rp 1,7 Miliar",3.0,2.0,1.0,118 m²,70 m²
Rp 550 Juta,6.0,3.0,2.0,94 m²,94 m²
"Rp 1,95 Miliar",4.0,3.0,1.0,630 m²,350 m²
"Rp 1,1 Miliar",2.0,1.0,1.0,110 m²,70 m²
"Rp 2,6 Miliar",4.0,4.0,4.0,1112 m²,400 m²
Rp 25 Miliar,9.0,9.0,0.0,429 m²,1000 m²
"Rp 1,2 Miliar",5.0,6.0,1.0,499 m²,200 m²
"Rp 1,42 Miliar",5.0,4.0,1.0,144 m²,250 m²
Rp 575 Juta,3.0,2.0,1.0,100 m²,80 m²
Rp 730 Juta,3.0,2.0,1.0,100 m²,80 m²
Rp 590 Juta,2.0,1.0,1.0,98 m²,45 m²
"Rp 3,6 Miliar",7.0,2.0,5.0,285 m²,160 m²
"Rp 1,35 Miliar",4.0,3.0,1.0,115 m²,190 m²
"Rp 4,25 Miliar",3.0,3.0,6.0,425 m²,150 m²
Rp 725 Juta,3.0,2.0,1.0,87 m²,70 m²
"Rp 2,15 Miliar",4.0,3.0,1.0,111 m²,180 m²
"Rp 1,8 Miliar",4.0,4.0,1.0,128 m²,200 m²
Rp 895 Juta,3.0,1.0,1.0,157 m²,69 m²
"Rp 1,1 Miliar",3.0,2.0,1.0,213 m²,80 m²
Rp 725 Juta,3.0,2.0,1.0,96 m²,54 m²
"Rp 2,5 Miliar",4.0,3.0,1.0,215 m²,200 m²
"Rp 1,6 Miliar",3.0,3.0,1.0,156 m²,140 m²
"Rp 1,45 Miliar",3.0,3.0,1.0,110 m²,129 m²
Rp 650 Juta,3.0,2.0,1.0,101 m²,80 m²
"Rp 1,6 Miliar",3.0,3.0,1.0,122 m²,200 m²
"Rp 2,11 Miliar",4.0,3.0,2.0,192 m²,135 m²
Rp 745 Juta,2.0,2.0,1.0,98 m²,70 m²
Rp 357 Juta,2.0,1.0,1.0,99 m²,36 m²
"Rp 2,14 Miliar",4.0,3.0,2.0,196 m²,135 m²
"Rp 1,6 Miliar",4.0,3.0,1.0,169 m²,125 m²
"Rp 1,9 Miliar",3.0,3.0,0.0,128 m²,188 m²
"Rp 1,82 Miliar",3.0,2.0,1.0,140 m²,158 m²
Rp 756 Juta,3.0,1.0,1.0,108 m²,60 m²
"Rp 2,2 Miliar",4.0,2.0,1.0,406 m²,340 m²
"Rp 2,11 Miliar",3.0,2.0,1.0,110 m²,107 m²
"Rp 3,87 Miliar",3.0,3.0,2.0,204 m²,142 m²
"Rp 3,23 Miliar",3.0,3.0,2.0,153 m²,135 m²
"Rp 1,8 Miliar",3.0,3.0,2.0,128 m²,110 m²
"Rp 1,85 Miliar",2.0,2.0,1.0,683 m²,500 m²
Rp 875 Juta,8.0,2.0,1.0,100 m²,200 m²
"Rp 2,04 Miliar",4.0,3.0,2.0,182 m²,135 m²
"Rp 1,5 Miliar",4.0,3.0,1.0,156 m²,120 m²
"Rp 1,4 Miliar",3.0,2.0,1.0,174 m²,150 m²
"Rp 6,8 Miliar",21.0,21.0,4.0,250 m²,650 m²
"Rp 2,08 Miliar",4.0,3.0,2.0,186 m²,135 m²
Rp 5 Miliar,5.0,3.0,1.0,219 m²,241 m²
"Rp 1,6 Miliar",4.0,2.0,1.0,127 m²,150 m²
Rp 3 Miliar,6.0,5.0,1.0,225 m²,400 m²
"Rp 2,3 Miliar",4.0,4.0,0.0,140 m²,200 m²
Rp 755 Juta,2.0,1.0,1.0,101 m²,60 m²
Rp 2 Miliar,5.0,2.0,3.0,393 m²,220 m²
"Rp 1,8 Miliar",10.0,4.0,4.0,123 m²,240 m²
Rp 25 Miliar,9.0,9.0,3.0,429 m²,1000 m²
"Rp 2,8 Miliar",10.0,10.0,2.0,137 m²,100 m²
Rp 950 Juta,4.0,4.0,2.0,90 m²,62 m²
"Rp 3,1 Miliar",7.0,4.0,0.0,225 m²,300 m²
"Rp 1,45 Miliar",3.0,2.0,1.0,110 m²,140 m²
Rp 790 Juta,3.0,2.0,2.0,78 m²,60 m²
Rp 598 Juta,2.0,1.0,1.0,90 m²,40 m²
"Rp 2,2 Miliar",6.0,4.0,5.0,976 m²,250 m²
Rp 675 Juta,2.0,1.0,1.0,85 m²,45 m²
Rp 990 Juta,2.0,2.0,1.0,109 m²,75 m²
Rp 950 Juta,5.0,5.0,2.0,110 m²,170 m²
Rp 690 Juta,3.0,2.0,0.0,77 m²,60 m²
Rp 808 Juta,3.0,2.0,2.0,79 m²,70 m²
Rp 800 Juta,3.0,2.0,1.0,140 m²,80 m²
"Rp 3,1 Miliar",5.0,3.0,1.0,146 m²,290 m²
Rp 598 Juta,2.0,1.0,1.0,90 m²,40 m²
"Rp 1,7 Miliar",3.0,2.0,0.0,135 m²,95 m²
Rp 205 Juta,1.0,1.0,1.0,60 m²,23 m²
Rp 675 Juta,2.0,1.0,1.0,85 m²,45 m²
Rp 495 Juta,3.0,1.0,1.0,141 m²,60 m²
Rp 475 Juta,3.0,2.0,1.0,101 m²,70 m²
Rp 500 Juta,2.0,1.0,1.0,97 m²,55 m²
Rp 299 Juta,2.0,1.0,1.0,88 m²,36 m²
Rp 585 Juta,3.0,1.0,1.0,111 m²,55 m²
Rp 250 Juta,2.0,1.0,1.0,88 m²,36 m²
Rp 1 Miliar,7.0,3.0,1.0,112 m²,224 m²
Rp 585 Juta,3.0,1.0,1.0,111 m²,55 m²
Rp 590 Juta,2.0,1.0,1.0,85 m²,55 m²
Rp 775 Juta,3.0,2.0,2.0,113 m²,85 m²
"Rp 1,25 Miliar",7.0,3.0,0.0,329 m²,280 m²
Rp 775 Juta,3.0,2.0,2.0,113 m²,85 m²
"Rp 2,32 Miliar",4.0,3.0,2.0,213 m²,135 m²
"Rp 4,25 Miliar",3.0,3.0,6.0,425 m²,150 m²
Rp 790 Juta,3.0,2.0,1.0,75 m²,70 m²
"Rp 1,4 Miliar",3.0,2.0,4.0,205 m²,80 m²
Rp 800 Juta,4.0,2.0,1.0,107 m²,165 m²
Rp 950 Juta,3.0,2.0,1.0,150 m²,90 m²
Rp 750 Juta,3.0,2.0,2.0,81 m²,70 m²
"Rp 2,34 Miliar",4.0,3.0,1.0,184 m²,135 m²
"Rp 1,7 Miliar",3.0,2.0,1.0,118 m²,140 m²
"Rp 2,4 Miliar",4.0,3.0,1.0,403 m²,220 m²
"Rp 1,1 Miliar",3.0,2.0,1.0,187 m²,150 m²
Rp 750 Juta,3.0,2.0,2.0,81 m²,70 m²
Rp 950 Juta,4.0,4.0,1.0,90 m²,62 m²
"Rp 1,7 Miliar",3.0,2.0,1.0,118 m²,140 m²
"Rp 1,3 Miliar",6.0,5.0,1.0,489 m²,200 m²
Rp 405 Juta,2.0,2.0,1.0,125 m²,95 m²
Rp 950 Juta,2.0,2.0,1.0,109 m²,75 m²
Rp 800 Juta,4.0,2.0,1.0,107 m²,165 m²
Rp 598 Juta,2.0,1.0,1.0,90 m²,40 m²
Rp 950 Juta,2.0,2.0,1.0,109 m²,75 m²
"Rp 1,4 Miliar",3.0,2.0,4.0,205 m²,80 m²
Rp 695 Juta,2.0,2.0,1.0,100 m²,65 m²
Rp 420 Juta,3.0,1.0,0.0,123 m²,120 m²
"Rp 1,29 Miliar",4.0,3.0,1.0,99 m²,105 m²
Rp 350 Juta,2.0,1.0,1.0,80 m²,45 m²
Rp 250 Juta,2.0,1.0,1.0,97 m²,36 m²
Rp 270 Juta,1.0,1.0,0.0,71 m²,36 m²
Rp 800 Juta,3.0,1.0,1.0,75 m²,70 m²
Rp 695 Juta,2.0,2.0,1.0,100 m²,65 m²
Rp 240 Juta,2.0,1.0,1.0,45 m²,62 m²
"Rp 1,29 Miliar",4.0,3.0,1.0,99 m²,105 m²
Rp 270 Juta,1.0,1.0,0.0,71 m²,36 m²
Rp 600 Juta,3.0,1.0,1.0,100 m²,70 m²
"Rp 7,7 Miliar",4.0,3.0,2.0,289 m²,600 m²
Rp 695 Juta,2.0,2.0,1.0,100 m²,65 m²
Rp 20 Miliar,47.0,47.0,15.0,2085 m²,2295 m²
"Rp 2,8 Miliar",5.0,4.0,1.0,429 m²,225 m²
Rp 790 Juta,3.0,2.0,1.0,113 m²,70 m²
Rp 295 Juta,2.0,1.0,1.0,125 m²,36 m²
Rp 475 Juta,2.0,1.0,1.0,75 m²,55 m²
Rp 780 Juta,3.0,2.0,1.0,115 m²,60 m²
"Rp 1,95 Miliar",3.0,2.0,0.0,168 m²,110 m²
Rp 465 Juta,2.0,1.0,1.0,132 m²,53 m²
Rp 800 Juta,3.0,2.0,1.0,107 m²,100 m²
"Rp 4,7 Miliar",4.0,3.0,1.0,334 m²,250 m²
Rp 750 Juta,3.0,2.0,1.0,130 m²,60 m²
Rp 2 Miliar,10.0,10.0,3.0,205 m²,200 m²
Rp 756 Juta,2.0,1.0,2.0,95 m²,57 m²
Rp 400 Juta,2.0,1.0,1.0,90 m²,50 m²
"Rp 1,85 Miliar",3.0,2.0,2.0,116 m²,110 m²
Rp 835 Juta,3.0,2.0,1.0,102 m²,65 m²
Rp 961 Juta,3.0,3.0,2.0,107 m²,80 m²
Rp 875 Juta,3.0,2.0,1.0,107 m²,70 m²
"Rp 2,79 Miliar",3.0,3.0,1.0,123 m²,160 m²
"Rp 1,7 Miliar",4.0,3.0,2.0,200 m²,190 m²
"Rp 1,78 Miliar",3.0,3.0,1.0,160 m²,210 m²
"Rp 1,55 Miliar",3.0,2.0,1.0,126 m²,90 m²
"Rp 2,7 Miliar",3.0,4.0,2.0,110 m²,160 m²
"Rp 1,3 Miliar",3.0,2.0,1.0,135 m²,120 m²
"Rp 1,2 Miliar",3.0,2.0,2.0,124 m²,100 m²
Rp 350 Juta,2.0,2.0,1.0,67 m²,67 m²
Rp 155 Juta,2.0,1.0,1.0,88 m²,36 m²
Rp 850 Juta,3.0,1.0,1.0,87 m²,70 m²
"Rp 1,9 Miliar",4.0,3.0,0.0,130 m²,130 m²
Rp 999 Juta,3.0,3.0,2.0,103 m²,100 m²
"Rp 4,5 Miliar",5.0,4.0,2.0,365 m²,390 m²
Rp 775 Juta,3.0,2.0,2.0,145 m²,80 m²
Rp 550 Juta,2.0,1.0,1.0,108 m²,50 m²
Rp 595 Juta,2.0,1.0,1.0,82 m²,65 m²
Rp 675 Juta,3.0,2.0,1.0,99 m²,75 m²
Rp 897 Juta,3.0,2.0,1.0,107 m²,91 m²
Rp 640 Juta,2.0,1.0,1.0,91 m²,50 m²
"Rp 1,1 Miliar",4.0,2.0,1.0,154 m²,160 m²
"Rp 4,5 Miliar",4.0,4.0,3.0,200 m²,170 m²
"Rp 1,47 Miliar",4.0,3.0,2.0,178 m²,131 m²
"Rp 4,75 Miliar",4.0,4.0,1.0,309 m²,190 m²
"Rp 1,95 Miliar",3.0,2.0,1.0,168 m²,130 m²
"Rp 1,29 Miliar",4.0,2.0,0.0,207 m²,160 m²
"Rp 1,49 Miliar",5.0,4.0,2.0,126 m²,170 m²
"Rp 2,5 Miliar",3.0,3.0,0.0,352 m²,168 m²
"Rp 2,5 Miliar",3.0,3.0,0.0,352 m²,168 m²
"Rp 4,9 Miliar",6.0,4.0,2.0,545 m²,340 m²
Rp 350 Juta,2.0,2.0,1.0,67 m²,67 m²
Rp 550 Juta,2.0,1.0,1.0,108 m²,50 m²
"Rp 1,7 Miliar",3.0,2.0,1.0,118 m²,70 m²
"Rp 1,1 Miliar",2.0,2.0,1.0,112 m²,85 m²
"Rp 3,5 Miliar",13.0,13.0,3.0,215 m²,260 m²
Rp 1 Miliar,3.0,2.0,1.0,128 m²,90 m²
Rp 515 Juta,2.0,1.0,1.0,95 m²,45 m²
"Rp 2,75 Miliar",4.0,5.0,3.0,150 m²,190 m²
"Rp 3,49 Miliar",5.0,4.0,2.0,426 m²,400 m²
Rp 730 Juta,3.0,2.0,0.0,100 m²,80 m²
Rp 850 Juta,8.0,6.0,3.0,139 m²,125 m²
"Rp 1,75 Miliar",4.0,2.0,1.0,128 m²,97 m²
"Rp 1,3 Miliar",4.0,3.0,1.0,96 m²,180 m²
Rp 775 Juta,2.0,1.0,1.0,136 m²,100 m²
Rp 3 Miliar,11.0,7.0,1.0,242 m²,400 m²
"Rp 4,5 Miliar",2.0,3.0,4.0,348 m²,430 m²
Rp 675 Juta,2.0,1.0,1.0,128 m²,100 m²
"Rp 1,35 Miliar",4.0,3.0,1.0,204 m²,170 m²
"Rp 1,97 Miliar",5.0,6.0,3.0,160 m²,180 m²
Rp 850 Juta,3.0,3.0,1.0,98 m²,99 m²
Rp 350 Juta,3.0,2.0,1.0,54 m²,80 m²
"Rp 1,3 Miliar",5.0,3.0,1.0,125 m²,150 m²
"Rp 1,25 Miliar",3.0,2.0,1.0,105 m²,160 m²
Rp 410 Juta,2.0,1.0,1.0,75 m²,45 m²
Rp 665 Juta,3.0,2.0,1.0,114 m²,90 m²
"Rp 1,2 Miliar",3.0,3.0,1.0,80 m²,100 m²
"Rp 2,2 Miliar",5.0,3.0,4.0,241 m²,350 m²
"Rp 2,1 Miliar",4.0,3.0,3.0,154 m²,95 m²
Rp 399 Juta,2.0,1.0,1.0,83 m²,45 m²
Rp 3 Miliar,5.0,3.0,1.0,466 m²,275 m²
Rp 665 Juta,3.0,1.0,2.0,97 m²,65 m²
Rp 615 Juta,4.0,2.0,1.0,102 m²,60 m²
Rp 575 Juta,3.0,2.0,1.0,104 m²,80 m²
Rp 2 Miliar,11.0,9.0,1.0,221 m²,350 m²
Rp 2 Miliar,3.0,3.0,1.0,125 m²,169 m²
"Rp 1,65 Miliar",1.0,2.0,11.0,351 m²,270 m²
"Rp 1,65 Miliar",4.0,3.0,1.0,125 m²,185 m²
"Rp 1,4 Miliar",3.0,2.0,1.0,133 m²,105 m²
"Rp 1,3 Miliar",3.0,2.0,2.0,174 m²,200 m²
"Rp 3,6 Miliar",5.0,5.0,3.0,416 m²,350 m²
"Rp 1,65 Miliar",2.0,2.0,2.0,135 m²,115 m²
"Rp 1,79 Miliar",4.0,3.0,2.0,119 m²,160 m²
"Rp 2,7 Miliar",8.0,8.0,2.0,97 m²,185 m²
"Rp 1,7 Miliar",3.0,2.0,1.0,118 m²,70 m²
"Rp 1,99 Miliar",0.0,0.0,0.0,194 m²,300 m²
"Rp 1,3 Miliar",3.0,2.0,1.0,131 m²,78 m²
"Rp 2,17 Miliar",4.0,3.0,2.0,200 m²,135 m²
Rp 900 Juta,4.0,2.0,4.0,204 m²,100 m²
"Rp 1,79 Miliar",4.0,3.0,2.0,119 m²,160 m²
"Rp 1,47 Miliar",4.0,3.0,1.0,146 m²,146 m²
Rp 685 Juta,3.0,2.0,2.0,120 m²,77 m²
"Rp 1,85 Miliar",3.0,2.0,2.0,116 m²,115 m²
"Rp 2,3 Miliar",3.0,3.0,2.0,126 m²,130 m²
"Rp 2,75 Miliar",4.0,4.0,2.0,150 m²,190 m²
Rp 800 Juta,4.0,2.0,1.0,107 m²,165 m²
Rp 825 Juta,3.0,2.0,1.0,102 m²,120 m²
Rp 825 Juta,3.0,2.0,1.0,125 m²,79 m²
"Rp 1,25 Miliar",3.0,2.0,1.0,135 m²,77 m²
"Rp 1,8 Miliar",3.0,2.0,1.0,112 m²,152 m²
Rp 950 Juta,0.0,0.0,0.0,72 m²,80 m²
"Rp 1,1 Miliar",3.0,2.0,2.0,213 m²,80 m²
"Rp 1,7 Miliar",4.0,5.0,1.0,111 m²,180 m²
Rp 640 Juta,2.0,1.0,1.0,95 m²,50 m²
"Rp 2,05 Miliar",4.0,4.0,2.0,160 m²,215 m²
"Rp 1,95 Miliar",3.0,2.0,1.0,170 m²,130 m²
Rp 235 Juta,2.0,1.0,1.0,70 m²,30 m²
"Rp 1,8 Miliar",20.0,20.0,2.0,217 m²,250 m²
Rp 525 Juta,3.0,1.0,1.0,112 m²,75 m²
Rp 925 Juta,2.0,1.0,1.0,101 m²,65 m²
Rp 520 Juta,2.0,1.0,1.0,90 m²,50 m²
Rp 650 Juta,3.0,2.0,1.0,126 m²,80 m²
"Rp 1,9 Miliar",4.0,4.0,1.0,110 m²,170 m²
"Rp 10,5 Miliar",26.0,28.0,1.0,1000 m²,970 m²
Rp 575 Juta,3.0,3.0,1.0,80 m²,120 m²
Rp 975 Juta,3.0,2.0,1.0,128 m²,100 m²
Rp 435 Juta,2.0,1.0,1.0,101 m²,45 m²
Rp 550 Juta,3.0,2.0,1.0,123 m²,62 m²
Rp 270 Juta,2.0,1.0,1.0,61 m²,30 m²
"Rp 4,3 Miliar",5.0,2.0,5.0,782 m²,161 m²
Rp 475 Juta,3.0,1.0,1.0,93 m²,60 m²
Rp 580 Juta,2.0,1.0,1.0,66 m²,45 m²
Rp 975 Juta,3.0,2.0,1.0,121 m²,80 m²
Rp 675 Juta,2.0,1.0,1.0,85 m²,45 m²
Rp 765 Juta,3.0,2.0,1.0,118 m²,80 m²
"Rp 4,5 Miliar",3.0,3.0,8.0,584 m²,150 m²
Rp 890 Juta,3.0,2.0,1.0,85 m²,70 m²
Rp 675 Juta,2.0,1.0,1.0,121 m²,45 m²
"Rp 4,5 Miliar",6.0,4.0,2.0,334 m²,250 m²
"Rp 2,35 Miliar",3.0,2.0,1.0,213 m²,147 m²
"Rp 2,35 Miliar",4.0,3.0,10.0,184 m²,160 m²
Rp 999 Juta,3.0,4.0,1.0,103 m²,100 m²
"Rp 2,5 Miliar",4.0,3.0,4.0,957 m²,200 m²
Rp 350 Juta,2.0,1.0,1.0,104 m²,50 m²
Rp 730 Juta,3.0,2.0,1.0,100 m²,80 m²
"Rp 1,3 Miliar",3.0,2.0,1.0,134 m²,120 m²
"Rp 1,5 Miliar",3.0,2.0,1.0,148 m²,120 m²
"Rp 1,35 Miliar",6.0,3.0,0.0,271 m²,120 m²
"Rp 1,25 Miliar",3.0,2.0,1.0,200 m²,120 m²
"Rp 1,5 Miliar",5.0,3.0,1.0,158 m²,220 m²
"Rp 1,1 Miliar",3.0,2.0,1.0,160 m²,120 m²
Rp 592 Juta,2.0,1.0,1.0,104 m²,50 m²
"Rp 2,65 Miliar",4.0,3.0,1.0,189 m²,210 m²
Rp 720 Juta,2.0,1.0,1.0,126 m²,58 m²
"Rp 9,5 Miliar",4.0,3.0,2.0,1059 m²,120 m²
"Rp 1,9 Miliar",5.0,5.0,4.0,166 m²,150 m²
Rp 28 Miliar,6.0,3.0,3.0,998 m²,1600 m²
Rp 500 Juta,2.0,1.0,1.0,88 m²,55 m²
"Rp 1,85 Miliar",3.0,3.0,2.0,102 m²,138 m²
"Rp 2,75 Miliar",2.0,3.0,8.0,579 m²,150 m²
"Rp 3,5 Miliar",6.0,3.0,1.0,341 m²,300 m²
Rp 2 Miliar,3.0,2.0,1.0,167 m²,130 m²
Rp 695 Juta,3.0,2.0,1.0,88 m²,80 m²
Rp 5 Miliar,7.0,3.0,7.0,581 m²,400 m²
Rp 725 Juta,3.0,2.0,1.0,114 m²,71 m²
Rp 450 Juta,2.0,1.0,1.0,75 m²,45 m²
"Rp 3,3 Miliar",5.0,5.0,1.0,254 m²,200 m²
Rp 16 Miliar,5.0,6.0,4.0,735 m²,1000 m²
Rp 520 Juta,2.0,1.0,1.0,90 m²,50 m²
"Rp 1,5 Miliar",5.0,3.0,2.0,185 m²,220 m²
Rp 10 Miliar,22.0,22.0,1.0,405 m²,900 m²
Rp 670 Juta,3.0,2.0,1.0,136 m²,80 m²
Rp 950 Juta,11.0,3.0,1.0,100 m²,190 m²
Rp 980 Juta,6.0,6.0,1.0,100 m²,150 m²
"Rp 1,95 Miliar",7.0,5.0,0.0,249 m²,250 m²
"Rp 1,95 Miliar",11.0,11.0,2.0,150 m²,160 m²
"Rp 1,4 Miliar",12.0,12.0,1.0,150 m²,380 m²
Rp 450 Juta,2.0,1.0,1.0,82 m²,50 m²
"Rp 2,3 Miliar",11.0,11.0,0.0,562 m²,350 m²
"Rp 4,5 Miliar",13.0,13.0,4.0,251 m²,355 m²
"Rp 1,45 Miliar",6.0,7.0,4.0,150 m²,120 m²
Rp 450 Juta,2.0,1.0,1.0,82 m²,50 m²
"Rp 5,7 Miliar",7.0,8.0,6.0,482 m²,700 m²
"Rp 2,39 Miliar",3.0,3.0,2.0,110 m²,70 m²
"Rp 3,5 Miliar",10.0,9.0,1.0,195 m²,345 m²
"Rp 3,6 Miliar",12.0,12.0,0.0,119 m²,255 m²
Rp 12 Miliar,36.0,36.0,12.0,644 m²,1330 m²
"Rp 1,72 Miliar",3.0,2.0,2.0,96 m²,75 m²
"Rp 2,5 Miliar",10.0,10.0,0.0,561 m²,461 m²
Rp 900 Juta,16.0,5.0,0.0,170 m²,180 m²
"Rp 6,5 Miliar",18.0,18.0,4.0,210 m²,250 m²
Rp 950 Juta,3.0,2.0,0.0,120 m²,120 m²
"Rp 2,8 Miliar",3.0,2.0,1.0,129 m²,163 m²
Rp 790 Juta,3.0,2.0,1.0,75 m²,70 m²
"Rp 1,6 Miliar",12.0,12.0,0.0,425 m²,200 m²
"Rp 8,1 Miliar",30.0,30.0,5.0,288 m²,760 m²
Rp 235 Juta,2.0,1.0,1.0,73 m²,30 m²
"Rp 1,6 Miliar",12.0,12.0,4.0,425 m²,425 m²
Rp 675 Juta,2.0,1.0,1.0,85 m²,45 m²
"Rp 1,8 Miliar",3.0,3.0,2.0,100 m²,118 m²
Rp 850 Juta,2.0,1.0,1.0,125 m²,52 m²
Rp 499 Juta,2.0,1.0,1.0,120 m²,36 m²
Rp 533 Juta,2.0,1.0,1.0,127 m²,36 m²
Rp 890 Juta,3.0,2.0,1.0,85 m²,70 m²
Rp 910 Juta,4.0,2.0,0.0,106 m²,160 m²
"Rp 2,5 Miliar",3.0,3.0,0.0,170 m²,125 m²
"Rp 2,75 Miliar",5.0,5.0,0.0,226 m²,166 m²
"Rp 2,2 Miliar",5.0,4.0,0.0,150 m²,170 m²
"Rp 3,2 Miliar",4.0,2.0,0.0,186 m²,200 m²
Rp 3 Miliar,4.0,3.0,0.0,216 m²,200 m²
"Rp 2,8 Miliar",6.0,6.0,0.0,144 m²,252 m²
"Rp 2,25 Miliar",5.0,4.0,0.0,217 m²,350 m²
"Rp 2,36 Miliar",4.0,3.0,2.0,182 m²,135 m²
"Rp 2,35 Miliar",4.0,3.0,2.0,184 m²,160 m²
Rp 475 Juta,3.0,1.0,1.0,85 m²,47 m²
Rp 375 Juta,2.0,1.0,1.0,72 m²,72 m²
Rp 278 Juta,2.0,1.0,2.0,71 m²,36 m²
Rp 949 Juta,4.0,4.0,1.0,90 m²,62 m²
Rp 2 Miliar,6.0,4.0,0.0,363 m²,210 m²
Rp 2 Miliar,3.0,2.0,0.0,210 m²,225 m²
Rp 2 Miliar,4.0,3.0,0.0,134 m²,162 m²
Rp 2 Miliar,4.0,3.0,0.0,158 m²,200 m²
Rp 2 Miliar,6.0,5.0,0.0,288 m²,243 m²
"Rp 1,7 Miliar",3.0,1.0,0.0,223 m²,100 m²
"Rp 1,75 Miliar",4.0,3.0,0.0,163 m²,220 m²
"Rp 1,7 Miliar",4.0,3.0,0.0,110 m²,100 m²
"Rp 1,6 Miliar",3.0,2.0,0.0,104 m²,160 m²
"Rp 1,8 Miliar",3.0,2.0,0.0,164 m²,120 m²
Rp 999 Juta,3.0,3.0,1.0,103 m²,100 m²
Rp 725 Juta,3.0,2.0,1.0,114 m²,71 m²
Rp 999 Juta,3.0,3.0,1.0,103 m²,100 m²
"Rp 1,6 Miliar",3.0,3.0,1.0,146 m²,120 m²
Rp 750 Juta,3.0,2.0,1.0,102 m²,70 m²
Rp 999 Juta,3.0,3.0,1.0,103 m²,100 m²
Rp 725 Juta,3.0,2.0,2.0,114 m²,71 m²
Rp 999 Juta,4.0,4.0,1.0,103 m²,100 m²
"Rp 1,3 Miliar",2.0,1.0,1.0,320 m²,142 m²
"Rp 1,3 Miliar",5.0,6.0,1.0,320 m²,142 m²
"Rp 1,48 Miliar",2.0,1.0,1.0,93 m²,50 m²
"Rp 6,85 Miliar",16.0,16.0,0.0,866 m²,900 m²
Rp 950 Juta,3.0,2.0,2.0,115 m²,75 m²
"Rp 1,5 Miliar",3.0,2.0,1.0,112 m²,80 m²
Rp 690 Juta,3.0,1.0,1.0,138 m²,138 m²
"Rp 1,9 Miliar",3.0,2.0,2.0,143 m²,187 m²
"Rp 2,4 Miliar",5.0,5.0,2.0,123 m²,170 m²
Rp 255 Juta,2.0,1.0,1.0,73 m²,36 m²
Rp 235 Juta,2.0,1.0,1.0,73 m²,30 m²
"Rp 1,7 Miliar",6.0,3.0,1.0,500 m²,400 m²
"Rp 1,1 Miliar",3.0,3.0,1.0,112 m²,103 m²
"Rp 1,95 Miliar",3.0,3.0,0.0,188 m²,128 m²
Rp 690 Juta,3.0,1.0,0.0,138 m²,138 m²
Rp 890 Juta,0.0,0.0,0.0,107 m²,90 m²
Rp 610 Juta,2.0,1.0,1.0,90 m²,55 m²
"Rp 1,95 Miliar",3.0,2.0,1.0,128 m²,188 m²
Rp 615 Juta,3.0,1.0,1.0,167 m²,130 m²
"Rp 3,1 Miliar",13.0,13.0,4.0,223 m²,250 m²
Rp 785 Juta,2.0,2.0,1.0,96 m²,65 m²
Rp 400 Juta,2.0,1.0,1.0,80 m²,45 m²
