harga,jumlah_kamar_tidur,jumlah_kamar_mandi,jumlah_garasi,luas_tanah,luas_bangunan
21.305481456799075,1.3862943611198906,1.3862943611198906,1.0986122886681098,4.787491742782046,4.700480365792417
19.568083196789907,1.3862943611198906,1.0986122886681098,0.6931471805599453,4.624972813284271,4.836281906951478
20.359422403529067,1.0986122886681098,1.0986122886681098,0.6931471805599453,4.605170185988092,4.605170185988092
20.14344734169347,1.3862943611198906,0.6931471805599453,0.6931471805599453,4.691347882229144,4.204692619390966
19.568083196789907,1.0986122886681098,0.6931471805599453,0.6931471805599453,4.276666119016055,3.58351893845611
21.10852823773705,1.791759469228055,1.3862943611198906,0.6931471805599453,4.8283137373023015,5.056245805348308
21.46520318167579,2.4849066497880004,2.3978952727983707,1.0986122886681098,5.327876168789581,5.66988092298052
21.193269466192145,1.791759469228055,1.6094379124341005,1.0986122886681098,5.703782474656201,5.298317366548036
21.598734574300316,1.3862943611198906,1.3862943611198906,0.6931471805599453,5.998936561946683,5.393627546352362
20.589734444321888,1.3862943611198906,1.0986122886681098,0.6931471805599453,4.976733742420574,4.442651256490317
20.16114691879287,1.0986122886681098,0.6931471805599453,0.6931471805599453,4.418840607796598,3.912023005428146
19.568083196789907,1.0986122886681098,0.6931471805599453,0.6931471805599453,4.276666119016055,3.58351893845611
20.43558376449463,1.6094379124341005,1.0986122886681098,0.6931471805599453,4.941642422609304,4.499809670330265
21.33845147603665,1.6094379124341005,1.6094379124341005,1.0986122886681098,5.111987788356544,5.298317366548036
20.428894776343835,1.3862943611198906,0.6931471805599453,1.3862943611198906,5.342334251964811,5.19295685089021
21.253894088008582,1.6094379124341005,1.3862943611198906,1.0986122886681098,5.1298987149230735,4.8283137373023015
22.158350362235733,1.6094379124341005,1.3862943611198906,1.0986122886681098,6.173786103901937,5.703782474656201
19.935807976915225,1.0986122886681098,0.6931471805599453,0.6931471805599453,4.276666119016055,3.80666248977032
20.818576016750736,1.6094379124341005,1.3862943611198906,1.0986122886681098,5.14166355650266,5.010635294096256
20.560746907448635,1.3862943611198906,1.0986122886681098,0.6931471805599453,4.90527477843843,4.382026634673881
21.97602880544178,2.079441541679836,2.079441541679836,1.0986122886681098,5.855071922202427,5.991464547107982
20.985630101413904,1.3862943611198906,1.0986122886681098,0.6931471805599453,4.897839799950911,5.298317366548036
22.291881754860256,2.4849066497880004,2.3978952727983707,1.6094379124341005,5.459585514144159,6.142037405587356
21.33845147603665,1.6094379124341005,1.3862943611198906,1.0986122886681098,4.90527477843843,5.10594547390058
22.42801392918484,1.3862943611198906,1.0986122886681098,0.0,5.616771097666572,5.616771097666572
22.28141045499296,1.791759469228055,1.9459101490553128,1.0986122886681098,5.58724865840025,5.828945617610208
21.41641301750636,2.4849066497880004,2.3978952727983707,1.0986122886681098,5.278114659230517,5.438079308923196
21.059738073567623,1.3862943611198906,1.0986122886681098,1.0986122886681098,5.3230099791384085,5.010635294096256
20.45538639179081,1.3862943611198906,1.0986122886681098,1.0986122886681098,4.691347882229144,4.382026634673881
21.51172319731068,1.3862943611198906,1.3862943611198906,0.6931471805599453,4.934473933130692,4.8283137373023015
21.854667948437516,1.791759469228055,1.3862943611198906,0.0,4.983606621708336,5.66988092298052
22.50665705650395,1.6094379124341005,1.6094379124341005,1.6094379124341005,6.335054251498059,6.142037405587356
22.50665705650395,2.19722457733622,2.19722457733622,1.6094379124341005,6.335054251498059,5.857933154483459
